sample	reference	dispath	refpath
11CO059	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO059_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO060	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO060_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO061	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO061_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO062	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO062_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO070	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO070_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO072	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO072_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO077	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO077_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
11CO079	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/11CO079_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
14CO002	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/14CO002_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
14CO003	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/14CO003_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
14CO005	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/14CO005_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
15CO001	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/15CO001_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
15CO002	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/15CO002_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
16CO002	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/16CO002_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
16CO003	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/16CO003_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
16CO006	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/16CO006_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
16CO011	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/16CO011_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
16CO012	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/16CO012_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
20CO001	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/20CO001_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
20CO003	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/20CO003_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
20CO004	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/20CO004_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
20CO007	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/20CO007_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
21CO006	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/21CO006_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
21CO007	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/21CO007_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
22CO004	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/22CO004_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
22CO006	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/22CO006_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
24CO005	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/24CO005_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
27CO004	GRCh37	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/CO/27CO004_dis.gz	/diskmnt/Datasets/Reference/GRCh37-lite/GRCh37-lite-chr_with_chrM.fa
C3L-00016	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00016_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00019	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00019_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00104	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00104_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00265	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00265_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00278	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00278_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00349	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00349_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00365	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00365_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00424	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00424_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00429	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00429_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00506	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00506_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00528	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00528_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00591	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00591_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00631	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00631_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00671	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00671_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00674	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00674_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-00677	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-00677_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01040	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01040_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01043	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01043_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01045	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01045_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01046	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01046_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01048	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01048_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01049	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01049_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01061	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01061_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01142	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01142_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01146	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01146_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01149	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01149_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01154	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01154_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01155	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01155_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01156	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01156_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01157	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01157_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01327	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01327_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01834	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01834_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-01887	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-01887_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02041	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02041_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02465	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02465_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02504	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02504_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02542	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02542_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02642	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02642_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02704	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02704_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02705	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02705_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02706	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02706_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02707	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02707_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02708	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02708_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02900	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02900_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02955	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02955_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02970	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02970_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-02984	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-02984_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03260	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03260_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03266	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03266_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03387	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03387_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03390	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03390_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03392	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03392_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03400	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03400_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03405	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03405_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03407	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03407_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03681	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03681_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03727	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03727_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03728	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03728_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03744	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03744_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03747	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03747_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03748	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03748_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-03968	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-03968_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3L-04084	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3L-04084_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00661	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-00661_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00662	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-00662_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00663	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-00663_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-00665	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-00665_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01192	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01192_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01196	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01196_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01197	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01197_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01334	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01334_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01364	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01364_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01366	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01366_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01367	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01367_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01368	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01368_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01369	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01369_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01505	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01505_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01515	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01515_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01517	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01517_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01518	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01518_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01798	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01798_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01814	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01814_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01815	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01815_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01816	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01816_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01818	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01818_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01851	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01851_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01852	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01852_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01856	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01856_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-01857	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-01857_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02181	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02181_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02183	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02183_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02185	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02185_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02186	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02186_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02188	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02188_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
C3N-02190	GRCh38	/diskmnt/Projects/Users/wliang/MSIsensor2/03_msi2vcf/input/GBM/C3N-02190_dis.gz	/diskmnt/Datasets/Reference/GRCh38.d1.vd1.temp/GRCh38.d1.vd1.fa
